date,link_id,site,capacity_mbps,utilization_mbps,utilization_pct,ticket_count,outage_count
2025-03-07,wan-02,enterprise-backup,500,302.7,60.5,2,0
2025-03-08,wan-02,enterprise-backup,500,233.0,46.6,1,0
2025-03-09,wan-02,enterprise-backup,500,185.1,37.0,1,0
2025-03-10,wan-02,enterprise-backup,500,159.0,31.8,3,0
2025-03-11,wan-02,enterprise-backup,500,176.6,35.3,3,0
2025-03-12,wan-02,enterprise-backup,500,190.4,38.1,3,0
2025-03-13,wan-02,enterprise-backup,500,238.6,47.7,3,0
2025-03-14,wan-02,enterprise-backup,500,241.3,48.3,0,0
2025-03-15,wan-02,enterprise-backup,500,238.3,47.7,1,0
2025-03-16,wan-02,enterprise-backup,500,175.1,35.0,0,0
2025-03-17,wan-02,enterprise-backup,500,154.6,30.9,1,0
2025-03-18,wan-02,enterprise-backup,500,158.7,31.7,2,0
2025-03-19,wan-02,enterprise-backup,500,168.2,33.6,0,0
2025-03-20,wan-02,enterprise-backup,500,214.8,43.0,3,0
2025-03-21,wan-02,enterprise-backup,500,223.4,44.7,0,0
2025-03-22,wan-02,enterprise-backup,500,197.3,39.5,2,0
2025-03-23,wan-02,enterprise-backup,500,155.0,31.0,2,0
2025-03-24,wan-02,enterprise-backup,500,121.9,24.4,2,0
2025-03-25,wan-02,enterprise-backup,500,151.7,30.3,1,0
2025-03-26,wan-02,enterprise-backup,500,142.8,28.6,1,0
2025-03-27,wan-02,enterprise-backup,500,205.1,41.0,0,0
2025-03-28,wan-02,enterprise-backup,500,200.8,40.2,2,0
2025-03-29,wan-02,enterprise-backup,500,192.4,38.5,2,0
2025-03-30,wan-02,enterprise-backup,500,143.0,28.6,3,0
2025-03-31,wan-02,enterprise-backup,500,179.3,35.9,1,0
2025-04-01,wan-02,enterprise-backup,500,148.9,29.8,0,0
2025-04-02,wan-02,enterprise-backup,500,214.0,42.8,2,0
2025-04-03,wan-02,enterprise-backup,500,220.9,44.2,3,0
2025-04-04,wan-02,enterprise-backup,500,260.7,52.1,2,0
2025-04-05,wan-02,enterprise-backup,500,198.9,39.8,1,0
2025-04-06,wan-02,enterprise-backup,500,209.2,41.8,0,0
2025-04-07,wan-02,enterprise-backup,500,195.2,39.0,4,0
2025-04-08,wan-02,enterprise-backup,500,206.1,41.2,0,0
2025-04-09,wan-02,enterprise-backup,500,207.1,41.4,3,0
2025-04-10,wan-02,enterprise-backup,500,267.2,53.4,3,0
2025-04-11,wan-02,enterprise-backup,500,276.7,55.3,1,0
2025-04-12,wan-02,enterprise-backup,500,224.0,44.8,0,0
2025-04-13,wan-02,enterprise-backup,500,206.5,41.3,5,0
2025-04-14,wan-02,enterprise-backup,500,158.7,31.7,1,0
2025-04-15,wan-02,enterprise-backup,500,181.1,36.2,2,0
2025-04-16,wan-02,enterprise-backup,500,172.0,34.4,0,0
2025-04-17,wan-02,enterprise-backup,500,203.1,40.6,5,0
2025-04-18,wan-02,enterprise-backup,500,212.7,42.5,3,0
2025-04-19,wan-02,enterprise-backup,500,232.8,46.6,4,0
2025-04-20,wan-02,enterprise-backup,500,185.8,37.2,4,0
2025-04-21,wan-02,enterprise-backup,500,114.7,22.9,1,0
2025-04-22,wan-02,enterprise-backup,500,129.4,25.9,1,0
2025-04-23,wan-02,enterprise-backup,500,218.4,43.7,0,0
2025-04-24,wan-02,enterprise-backup,500,213.8,42.8,0,0
2025-04-25,wan-02,enterprise-backup,500,236.4,47.3,3,0
2025-04-26,wan-02,enterprise-backup,500,184.7,36.9,5,0
2025-04-27,wan-02,enterprise-backup,500,163.6,32.7,3,0
2025-04-28,wan-02,enterprise-backup,500,150.2,30.0,1,0
2025-04-29,wan-02,enterprise-backup,500,150.5,30.1,1,0
2025-04-30,wan-02,enterprise-backup,500,204.4,40.9,2,0
2025-05-01,wan-02,enterprise-backup,500,271.6,54.3,1,0
2025-05-02,wan-02,enterprise-backup,500,235.2,47.0,0,0
2025-05-03,wan-02,enterprise-backup,500,213.3,42.7,0,0
2025-05-04,wan-02,enterprise-backup,500,179.7,35.9,3,0
2025-05-05,wan-02,enterprise-backup,500,180.4,36.1,1,0
2025-05-06,wan-02,enterprise-backup,500,196.5,39.3,3,0
2025-05-07,wan-02,enterprise-backup,500,234.7,46.9,3,0
2025-05-08,wan-02,enterprise-backup,500,246.7,49.3,1,0
2025-05-09,wan-02,enterprise-backup,500,250.9,50.2,1,0
2025-05-10,wan-02,enterprise-backup,500,227.6,45.5,1,0
2025-05-11,wan-02,enterprise-backup,500,202.2,40.4,1,0
2025-05-12,wan-02,enterprise-backup,500,176.1,35.2,1,0
2025-05-13,wan-02,enterprise-backup,500,207.7,41.5,1,0
2025-05-14,wan-02,enterprise-backup,500,194.1,38.8,2,0
2025-05-15,wan-02,enterprise-backup,500,219.2,43.8,0,0
2025-05-16,wan-02,enterprise-backup,500,242.5,48.5,0,0
2025-05-17,wan-02,enterprise-backup,500,158.0,31.6,2,0
2025-05-18,wan-02,enterprise-backup,500,193.0,38.6,0,0
2025-05-19,wan-02,enterprise-backup,500,133.2,26.6,2,0
2025-05-20,wan-02,enterprise-backup,500,118.2,23.6,0,0
2025-05-21,wan-02,enterprise-backup,500,160.3,32.1,1,0
2025-05-22,wan-02,enterprise-backup,500,176.2,35.2,3,0
2025-05-23,wan-02,enterprise-backup,500,215.0,43.0,2,0
2025-05-24,wan-02,enterprise-backup,500,190.4,38.1,0,0
2025-05-25,wan-02,enterprise-backup,500,160.0,32.0,0,0
2025-05-26,wan-02,enterprise-backup,500,143.5,28.7,0,0
2025-05-27,wan-02,enterprise-backup,500,148.8,29.8,1,0
2025-05-28,wan-02,enterprise-backup,500,203.2,40.6,3,0
2025-05-29,wan-02,enterprise-backup,500,208.1,41.6,1,0
2025-05-30,wan-02,enterprise-backup,500,264.1,52.8,2,0
2025-05-31,wan-02,enterprise-backup,500,209.6,41.9,1,0
2025-06-01,wan-02,enterprise-backup,500,187.0,37.4,3,0
2025-06-02,wan-02,enterprise-backup,500,177.2,35.4,2,0
2025-06-03,wan-02,enterprise-backup,500,227.7,45.5,0,0
2025-06-04,wan-02,enterprise-backup,500,206.6,41.3,0,0
2025-06-05,wan-02,enterprise-backup,500,231.1,46.2,3,0
2025-06-06,wan-02,enterprise-backup,500,274.1,54.8,4,0
2025-06-07,wan-02,enterprise-backup,500,214.1,42.8,0,0
2025-06-08,wan-02,enterprise-backup,500,239.4,47.9,3,0
2025-06-09,wan-02,enterprise-backup,500,207.1,41.4,3,0
2025-06-10,wan-02,enterprise-backup,500,197.9,39.6,1,0
2025-06-11,wan-02,enterprise-backup,500,226.3,45.3,3,0
2025-06-12,wan-02,enterprise-backup,500,250.5,50.1,2,0
2025-06-13,wan-02,enterprise-backup,500,282.2,56.4,0,0
2025-06-14,wan-02,enterprise-backup,500,217.2,43.4,2,0
2025-06-15,wan-02,enterprise-backup,500,186.0,37.2,1,0
2025-06-16,wan-02,enterprise-backup,500,200.7,40.1,2,0
2025-06-17,wan-02,enterprise-backup,500,159.6,31.9,3,0
2025-06-18,wan-02,enterprise-backup,500,238.0,47.6,0,0
2025-06-19,wan-02,enterprise-backup,500,209.8,42.0,2,0
2025-06-20,wan-02,enterprise-backup,500,215.2,43.0,5,0
2025-06-21,wan-02,enterprise-backup,500,212.0,42.4,1,0
2025-06-22,wan-02,enterprise-backup,500,175.8,35.2,0,0
2025-06-23,wan-02,enterprise-backup,500,135.2,27.0,2,0
2025-06-24,wan-02,enterprise-backup,500,196.5,39.3,0,0
2025-06-25,wan-02,enterprise-backup,500,195.7,39.1,4,0
2025-06-26,wan-02,enterprise-backup,500,235.8,47.2,4,0
2025-06-27,wan-02,enterprise-backup,500,242.6,48.5,2,0
2025-06-28,wan-02,enterprise-backup,500,215.5,43.1,0,0
2025-06-29,wan-02,enterprise-backup,500,216.9,43.4,0,0
2025-06-30,wan-02,enterprise-backup,500,169.8,34.0,1,0
2025-07-01,wan-02,enterprise-backup,500,171.4,34.3,0,0
2025-07-02,wan-02,enterprise-backup,500,214.9,43.0,2,0
2025-07-03,wan-02,enterprise-backup,500,260.1,52.0,3,0
2025-07-04,wan-02,enterprise-backup,500,266.5,53.3,1,0
2025-07-05,wan-02,enterprise-backup,500,256.4,51.3,2,0
2025-07-06,wan-02,enterprise-backup,500,202.8,40.6,0,0
2025-07-07,wan-02,enterprise-backup,500,180.3,36.1,3,0
2025-07-08,wan-02,enterprise-backup,500,223.7,44.7,0,0
2025-07-09,wan-02,enterprise-backup,500,238.5,47.7,3,0
2025-07-10,wan-02,enterprise-backup,500,289.2,57.8,1,0
2025-07-11,wan-02,enterprise-backup,500,266.6,53.3,4,0
2025-07-12,wan-02,enterprise-backup,500,287.6,57.5,4,0
2025-07-13,wan-02,enterprise-backup,500,186.4,37.3,2,0
2025-07-14,wan-02,enterprise-backup,500,174.8,35.0,1,0
2025-07-15,wan-02,enterprise-backup,500,171.1,34.2,1,0
2025-07-16,wan-02,enterprise-backup,500,208.8,41.8,4,0
2025-07-17,wan-02,enterprise-backup,500,247.7,49.5,2,0
2025-07-18,wan-02,enterprise-backup,500,239.4,47.9,0,0
2025-07-19,wan-02,enterprise-backup,500,209.6,41.9,3,0
2025-07-20,wan-02,enterprise-backup,500,190.5,38.1,4,0
2025-07-21,wan-02,enterprise-backup,500,157.0,31.4,1,0
2025-07-22,wan-02,enterprise-backup,500,130.9,26.2,2,0
2025-07-23,wan-02,enterprise-backup,500,160.6,32.1,4,0
2025-07-24,wan-02,enterprise-backup,500,212.3,42.5,2,0
2025-07-25,wan-02,enterprise-backup,500,209.7,41.9,1,0
2025-07-26,wan-02,enterprise-backup,500,198.7,39.7,3,0
2025-07-27,wan-02,enterprise-backup,500,188.7,37.7,0,0
2025-07-28,wan-02,enterprise-backup,500,133.6,26.7,1,0
2025-07-29,wan-02,enterprise-backup,500,171.8,34.4,0,0
2025-07-30,wan-02,enterprise-backup,500,227.3,45.5,1,0
2025-07-31,wan-02,enterprise-backup,500,255.6,51.1,1,0
2025-08-01,wan-02,enterprise-backup,500,256.6,51.3,1,0
2025-08-02,wan-02,enterprise-backup,500,221.6,44.3,2,0
2025-08-03,wan-02,enterprise-backup,500,226.1,45.2,0,0
2025-08-04,wan-02,enterprise-backup,500,202.4,40.5,3,0
2025-08-05,wan-02,enterprise-backup,500,214.8,43.0,3,0
2025-08-06,wan-02,enterprise-backup,500,238.6,47.7,2,0
2025-08-07,wan-02,enterprise-backup,500,252.0,50.4,0,0
2025-08-08,wan-02,enterprise-backup,500,249.7,49.9,0,0
2025-08-09,wan-02,enterprise-backup,500,262.3,52.5,2,0
2025-08-10,wan-02,enterprise-backup,500,240.8,48.2,2,0
2025-08-11,wan-02,enterprise-backup,500,177.8,35.6,2,0
2025-08-12,wan-02,enterprise-backup,500,196.0,39.2,4,0
2025-08-13,wan-02,enterprise-backup,500,259.3,51.9,3,0
2025-08-14,wan-02,enterprise-backup,500,231.4,46.3,1,0
2025-08-15,wan-02,enterprise-backup,500,257.3,51.5,0,0
2025-08-16,wan-02,enterprise-backup,500,236.8,47.4,3,0
2025-08-17,wan-02,enterprise-backup,500,203.2,40.6,2,0
2025-08-18,wan-02,enterprise-backup,500,147.8,29.6,0,0
2025-08-19,wan-02,enterprise-backup,500,165.9,33.2,3,0
2025-08-20,wan-02,enterprise-backup,500,225.0,45.0,3,0
2025-08-21,wan-02,enterprise-backup,500,234.2,46.8,3,0
2025-08-22,wan-02,enterprise-backup,500,250.1,50.0,3,0
2025-08-23,wan-02,enterprise-backup,500,230.4,46.1,0,0
2025-08-24,wan-02,enterprise-backup,500,199.7,39.9,2,0
2025-08-25,wan-02,enterprise-backup,500,156.6,31.3,2,0
2025-08-26,wan-02,enterprise-backup,500,181.5,36.3,1,0
2025-08-27,wan-02,enterprise-backup,500,182.9,36.6,2,0
2025-08-28,wan-02,enterprise-backup,500,258.6,51.7,1,0
2025-08-29,wan-02,enterprise-backup,500,234.2,46.8,2,0
2025-08-30,wan-02,enterprise-backup,500,258.3,51.7,2,0
2025-08-31,wan-02,enterprise-backup,500,223.7,44.7,1,0
2025-09-01,wan-02,enterprise-backup,500,187.8,37.6,2,0
2025-09-02,wan-02,enterprise-backup,500,204.9,41.0,2,0
2025-09-03,wan-02,enterprise-backup,500,302.6,60.5,3,0
2025-09-04,wan-02,enterprise-backup,500,281.6,56.3,0,0
2025-09-05,wan-02,enterprise-backup,500,289.9,58.0,3,0
2025-09-06,wan-02,enterprise-backup,500,254.5,50.9,1,0
2025-09-07,wan-02,enterprise-backup,500,191.8,38.4,2,0
2025-09-08,wan-02,enterprise-backup,500,197.2,39.4,3,0
2025-09-09,wan-02,enterprise-backup,500,236.4,47.3,1,0
2025-09-10,wan-02,enterprise-backup,500,257.3,51.5,2,0
2025-09-11,wan-02,enterprise-backup,500,263.5,52.7,1,0
2025-09-12,wan-02,enterprise-backup,500,255.1,51.0,3,0
2025-09-13,wan-02,enterprise-backup,500,258.8,51.8,0,0
2025-09-14,wan-02,enterprise-backup,500,218.4,43.7,0,0
2025-09-15,wan-02,enterprise-backup,500,150.9,30.2,3,0
2025-09-16,wan-02,enterprise-backup,500,158.2,31.6,3,0
2025-09-17,wan-02,enterprise-backup,500,211.7,42.3,3,0
2025-09-18,wan-02,enterprise-backup,500,245.6,49.1,3,0
2025-09-19,wan-02,enterprise-backup,500,248.5,49.7,2,0
2025-09-20,wan-02,enterprise-backup,500,224.2,44.8,3,0
2025-09-21,wan-02,enterprise-backup,500,178.5,35.7,3,0
2025-09-22,wan-02,enterprise-backup,500,191.4,38.3,1,0
2025-09-23,wan-02,enterprise-backup,500,182.8,36.6,1,0
2025-09-24,wan-02,enterprise-backup,500,204.6,40.9,2,0
2025-09-25,wan-02,enterprise-backup,500,239.0,47.8,0,0
2025-09-26,wan-02,enterprise-backup,500,256.9,51.4,2,0
2025-09-27,wan-02,enterprise-backup,500,246.6,49.3,3,0
2025-09-28,wan-02,enterprise-backup,500,180.6,36.1,4,0
2025-09-29,wan-02,enterprise-backup,500,192.4,38.5,0,0
2025-09-30,wan-02,enterprise-backup,500,201.8,40.4,2,0
2025-10-01,wan-02,enterprise-backup,500,259.5,51.9,1,0
2025-10-02,wan-02,enterprise-backup,500,282.4,56.5,0,0
2025-10-03,wan-02,enterprise-backup,500,293.6,58.7,1,0
2025-10-04,wan-02,enterprise-backup,500,263.8,52.8,3,0
2025-10-05,wan-02,enterprise-backup,500,269.3,53.9,3,0
2025-10-06,wan-02,enterprise-backup,500,202.8,40.6,4,0
2025-10-07,wan-02,enterprise-backup,500,217.5,43.5,1,0
2025-10-08,wan-02,enterprise-backup,500,242.5,48.5,2,0
2025-10-09,wan-02,enterprise-backup,500,290.7,58.1,2,0
2025-10-10,wan-02,enterprise-backup,500,281.4,56.3,1,0
2025-10-11,wan-02,enterprise-backup,500,252.1,50.4,3,0
2025-10-12,wan-02,enterprise-backup,500,210.5,42.1,1,0
2025-10-13,wan-02,enterprise-backup,500,189.3,37.9,0,0
2025-10-14,wan-02,enterprise-backup,500,191.8,38.4,0,0
2025-10-15,wan-02,enterprise-backup,500,229.4,45.9,2,0
2025-10-16,wan-02,enterprise-backup,500,243.9,48.8,4,0
2025-10-17,wan-02,enterprise-backup,500,238.9,47.8,2,0
2025-10-18,wan-02,enterprise-backup,500,237.0,47.4,1,0
2025-10-19,wan-02,enterprise-backup,500,187.9,37.6,3,0
2025-10-20,wan-02,enterprise-backup,500,170.6,34.1,2,0
2025-10-21,wan-02,enterprise-backup,500,201.9,40.4,2,0
2025-10-22,wan-02,enterprise-backup,500,180.9,36.2,0,0
2025-10-23,wan-02,enterprise-backup,500,258.2,51.6,1,0
2025-10-24,wan-02,enterprise-backup,500,235.8,47.2,0,0
2025-10-25,wan-02,enterprise-backup,500,242.7,48.5,4,0
2025-10-26,wan-02,enterprise-backup,500,185.3,37.1,0,0
2025-10-27,wan-02,enterprise-backup,500,199.3,39.9,1,0
2025-10-28,wan-02,enterprise-backup,500,198.6,39.7,1,0
2025-10-29,wan-02,enterprise-backup,500,224.7,44.9,2,0
2025-10-30,wan-02,enterprise-backup,500,292.8,58.6,2,0
2025-10-31,wan-02,enterprise-backup,500,279.6,55.9,3,0
2025-11-01,wan-02,enterprise-backup,500,269.8,54.0,2,0
2025-11-02,wan-02,enterprise-backup,500,224.0,44.8,2,0
2025-11-03,wan-02,enterprise-backup,500,233.9,46.8,3,0
2025-11-04,wan-02,enterprise-backup,500,230.5,46.1,2,0
2025-11-05,wan-02,enterprise-backup,500,251.5,50.3,3,0
2025-11-06,wan-02,enterprise-backup,500,305.4,61.1,3,0
2025-11-07,wan-02,enterprise-backup,500,291.0,58.2,0,0
2025-11-08,wan-02,enterprise-backup,500,272.0,54.4,1,0
2025-11-09,wan-02,enterprise-backup,500,221.8,44.4,2,0
2025-11-10,wan-02,enterprise-backup,500,225.2,45.0,2,0
2025-11-11,wan-02,enterprise-backup,500,231.0,46.2,2,0
2025-11-12,wan-02,enterprise-backup,500,221.1,44.2,1,0
2025-11-13,wan-02,enterprise-backup,500,258.2,51.6,3,0
2025-11-14,wan-02,enterprise-backup,500,283.2,56.6,2,0
2025-11-15,wan-02,enterprise-backup,500,258.8,51.8,0,0
2025-11-16,wan-02,enterprise-backup,500,200.9,40.2,4,0
2025-11-17,wan-02,enterprise-backup,500,186.1,37.2,3,0
2025-11-18,wan-02,enterprise-backup,500,151.5,30.3,0,0
2025-11-19,wan-02,enterprise-backup,500,199.6,39.9,3,0
2025-11-20,wan-02,enterprise-backup,500,274.1,54.8,1,0
2025-11-21,wan-02,enterprise-backup,500,238.0,47.6,0,0
2025-11-22,wan-02,enterprise-backup,500,220.3,44.1,2,0
2025-11-23,wan-02,enterprise-backup,500,198.9,39.8,4,0
2025-11-24,wan-02,enterprise-backup,500,199.2,39.8,0,0
2025-11-25,wan-02,enterprise-backup,500,203.3,40.7,1,0
2025-11-26,wan-02,enterprise-backup,500,249.3,49.9,3,0
2025-11-27,wan-02,enterprise-backup,500,266.3,53.3,3,0
2025-11-28,wan-02,enterprise-backup,500,295.3,59.1,1,0
2025-11-29,wan-02,enterprise-backup,500,273.4,54.7,3,0
2025-11-30,wan-02,enterprise-backup,500,233.5,46.7,1,0
2025-12-01,wan-02,enterprise-backup,500,243.3,48.7,2,0
2025-12-02,wan-02,enterprise-backup,500,222.2,44.4,2,0
2025-12-03,wan-02,enterprise-backup,500,240.6,48.1,2,0
2025-12-04,wan-02,enterprise-backup,500,275.2,55.0,1,0
2025-12-05,wan-02,enterprise-backup,500,275.8,55.2,0,0
2025-12-06,wan-02,enterprise-backup,500,299.4,59.9,1,0
2025-12-07,wan-02,enterprise-backup,500,226.5,45.3,4,0
2025-12-08,wan-02,enterprise-backup,500,212.0,42.4,4,0
2025-12-09,wan-02,enterprise-backup,500,217.9,43.6,0,0
2025-12-10,wan-02,enterprise-backup,500,285.6,57.1,1,0
2025-12-11,wan-02,enterprise-backup,500,293.4,58.7,3,0
2025-12-12,wan-02,enterprise-backup,500,260.5,52.1,2,0
2025-12-13,wan-02,enterprise-backup,500,246.6,49.3,2,0
2025-12-14,wan-02,enterprise-backup,500,216.7,43.3,0,0
2025-12-15,wan-02,enterprise-backup,500,192.0,38.4,3,0
2025-12-16,wan-02,enterprise-backup,500,190.0,38.0,2,0
2025-12-17,wan-02,enterprise-backup,500,214.3,42.9,1,0
2025-12-18,wan-02,enterprise-backup,500,258.8,51.8,2,0
2025-12-19,wan-02,enterprise-backup,500,281.4,56.3,3,0
2025-12-20,wan-02,enterprise-backup,500,252.7,50.5,3,0
2025-12-21,wan-02,enterprise-backup,500,207.4,41.5,0,0
2025-12-22,wan-02,enterprise-backup,500,203.7,40.7,4,0
2025-12-23,wan-02,enterprise-backup,500,200.3,40.1,1,0
2025-12-24,wan-02,enterprise-backup,500,231.2,46.2,3,0
2025-12-25,wan-02,enterprise-backup,500,272.7,54.5,0,0
2025-12-26,wan-02,enterprise-backup,500,277.8,55.6,0,0
2025-12-27,wan-02,enterprise-backup,500,261.0,52.2,0,0
2025-12-28,wan-02,enterprise-backup,500,220.2,44.0,4,0
2025-12-29,wan-02,enterprise-backup,500,236.7,47.3,0,0
2025-12-30,wan-02,enterprise-backup,500,214.4,42.9,1,0
2025-12-31,wan-02,enterprise-backup,500,259.8,52.0,0,0
2025-01-01,wan-03,branch-aggregation,250,132.7,53.1,0,0
2025-01-02,wan-03,branch-aggregation,250,149.3,59.7,3,0
2025-01-03,wan-03,branch-aggregation,250,146.6,58.6,1,0
2025-01-04,wan-03,branch-aggregation,250,141.8,56.7,2,0
2025-01-05,wan-03,branch-aggregation,250,107.9,43.2,0,0
2025-01-06,wan-03,branch-aggregation,250,121.2,48.5,1,0
2025-01-07,wan-03,branch-aggregation,250,118.1,47.2,0,0
2025-01-08,wan-03,branch-aggregation,250,131.8,52.7,0,0
2025-01-09,wan-03,branch-aggregation,250,177.4,71.0,0,0
2025-01-10,wan-03,branch-aggregation,250,170.0,68.0,2,0
2025-01-11,wan-03,branch-aggregation,250,146.9,58.8,2,0
2025-01-12,wan-03,branch-aggregation,250,123.0,49.2,4,0
2025-01-13,wan-03,branch-aggregation,250,117.9,47.1,1,0
2025-01-14,wan-03,branch-aggregation,250,114.1,45.6,2,0
2025-01-15,wan-03,branch-aggregation,250,118.6,47.4,1,0
2025-01-16,wan-03,branch-aggregation,250,136.1,54.4,2,0
2025-01-17,wan-03,branch-aggregation,250,147.9,59.2,0,0
2025-01-18,wan-03,branch-aggregation,250,127.6,51.0,3,0
2025-01-19,wan-03,branch-aggregation,250,98.9,39.5,0,0
2025-01-20,wan-03,branch-aggregation,250,105.8,42.3,1,0
2025-01-21,wan-03,branch-aggregation,250,95.8,38.3,0,0
2025-01-22,wan-03,branch-aggregation,250,115.7,46.3,1,0
2025-01-23,wan-03,branch-aggregation,250,131.2,52.5,2,0
2025-01-24,wan-03,branch-aggregation,250,139.3,55.7,1,0
2025-01-25,wan-03,branch-aggregation,250,118.6,47.4,2,0
2025-01-26,wan-03,branch-aggregation,250,106.0,42.4,2,0
2025-01-27,wan-03,branch-aggregation,250,93.1,37.2,1,0
2025-01-28,wan-03,branch-aggregation,250,98.4,39.4,1,0
2025-01-29,wan-03,branch-aggregation,250,122.7,49.1,3,0
2025-01-30,wan-03,branch-aggregation,250,135.0,54.0,2,0
2025-01-31,wan-03,branch-aggregation,250,149.0,59.6,2,0
2025-02-01,wan-03,branch-aggregation,250,143.7,57.5,1,0
2025-02-02,wan-03,branch-aggregation,250,127.9,51.2,2,0
2025-02-03,wan-03,branch-aggregation,250,84.7,33.9,2,0
2025-02-04,wan-03,branch-aggregation,250,125.6,50.2,4,0
2025-02-05,wan-03,branch-aggregation,250,128.6,51.4,2,0
2025-02-06,wan-03,branch-aggregation,250,157.4,63.0,0,0
2025-02-07,wan-03,branch-aggregation,250,169.1,67.7,2,0
2025-02-08,wan-03,branch-aggregation,250,141.3,56.5,0,0
2025-02-09,wan-03,branch-aggregation,250,126.7,50.7,5,0
2025-02-10,wan-03,branch-aggregation,250,136.9,54.7,0,0
2025-02-11,wan-03,branch-aggregation,250,105.2,42.1,2,0
2025-02-12,wan-03,branch-aggregation,250,133.6,53.4,1,0
2025-02-13,wan-03,branch-aggregation,250,153.1,61.2,2,0
2025-02-14,wan-03,branch-aggregation,250,151.8,60.7,2,0
2025-02-15,wan-03,branch-aggregation,250,126.7,50.7,3,0
2025-02-16,wan-03,branch-aggregation,250,112.2,44.9,3,0
2025-02-17,wan-03,branch-aggregation,250,108.8,43.5,2,0
2025-02-18,wan-03,branch-aggregation,250,105.7,42.3,1,0
2025-02-19,wan-03,branch-aggregation,250,102.4,41.0,1,0
2025-02-20,wan-03,branch-aggregation,250,136.1,54.4,0,0
2025-02-21,wan-03,branch-aggregation,250,122.4,49.0,3,0
2025-02-22,wan-03,branch-aggregation,250,130.9,52.3,0,0
2025-02-23,wan-03,branch-aggregation,250,110.6,44.2,1,0
2025-02-24,wan-03,branch-aggregation,250,104.8,41.9,1,0
2025-02-25,wan-03,branch-aggregation,250,99.4,39.8,0,0
2025-02-26,wan-03,branch-aggregation,250,120.1,48.0,1,0
2025-02-27,wan-03,branch-aggregation,250,130.6,52.2,1,0
2025-02-28,wan-03,branch-aggregation,250,135.9,54.4,2,0
2025-03-01,wan-03,branch-aggregation,250,125.2,50.1,0,0
2025-03-02,wan-03,branch-aggregation,250,111.1,44.4,3,0
2025-03-03,wan-03,branch-aggregation,250,106.8,42.7,2,0
2025-03-04,wan-03,branch-aggregation,250,123.9,49.6,1,0
2025-03-05,wan-03,branch-aggregation,250,142.1,56.8,2,0
2025-03-06,wan-03,branch-aggregation,250,152.8,61.1,0,0
2025-03-07,wan-03,branch-aggregation,250,158.1,63.2,0,0
2025-03-08,wan-03,branch-aggregation,250,146.5,58.6,1,0
2025-03-09,wan-03,branch-aggregation,250,135.9,54.4,2,0
2025-03-10,wan-03,branch-aggregation,250,115.9,46.3,3,0
2025-03-11,wan-03,branch-aggregation,250,135.0,54.0,2,0
2025-03-12,wan-03,branch-aggregation,250,133.0,53.2,2,0
2025-03-13,wan-03,branch-aggregation,250,132.5,53.0,1,0
2025-03-14,wan-03,branch-aggregation,250,160.5,64.2,4,0
2025-03-15,wan-03,branch-aggregation,250,136.1,54.4,4,0
2025-03-16,wan-03,branch-aggregation,250,142.7,57.1,4,0
2025-03-17,wan-03,branch-aggregation,250,88.9,35.6,3,0
2025-03-18,wan-03,branch-aggregation,250,112.3,44.9,3,0
2025-03-19,wan-03,branch-aggregation,250,122.3,48.9,1,0
2025-03-20,wan-03,branch-aggregation,250,135.3,54.1,4,0
2025-03-21,wan-03,branch-aggregation,250,146.5,58.6,1,0
2025-03-22,wan-03,branch-aggregation,250,130.2,52.1,3,0
2025-03-23,wan-03,branch-aggregation,250,113.4,45.4,1,0
2025-03-24,wan-03,branch-aggregation,250,91.5,36.6,0,0
2025-03-25,wan-03,branch-aggregation,250,97.3,38.9,1,0
2025-03-26,wan-03,branch-aggregation,250,103.7,41.5,0,0
2025-03-27,wan-03,branch-aggregation,250,141.7,56.7,0,0
2025-03-28,wan-03,branch-aggregation,250,128.2,51.3,1,0
2025-03-29,wan-03,branch-aggregation,250,143.3,57.3,3,0
2025-03-30,wan-03,branch-aggregation,250,112.1,44.8,0,0
2025-03-31,wan-03,branch-aggregation,250,102.7,41.1,0,0
2025-04-01,wan-03,branch-aggregation,250,109.1,43.7,2,0
2025-04-02,wan-03,branch-aggregation,250,122.9,49.2,0,0
2025-04-03,wan-03,branch-aggregation,250,148.1,59.2,1,0
2025-04-04,wan-03,branch-aggregation,250,149.9,59.9,0,0
2025-04-05,wan-03,branch-aggregation,250,137.9,55.2,0,0
2025-04-06,wan-03,branch-aggregation,250,136.5,54.6,1,0
2025-04-07,wan-03,branch-aggregation,250,95.2,38.1,2,0
2025-04-08,wan-03,branch-aggregation,250,126.1,50.4,0,0
2025-04-09,wan-03,branch-aggregation,250,140.1,56.1,0,0
2025-04-10,wan-03,branch-aggregation,250,143.1,57.2,3,0
2025-04-11,wan-03,branch-aggregation,250,178.9,71.6,5,0
2025-04-12,wan-03,branch-aggregation,250,141.6,56.7,2,0
2025-04-13,wan-03,branch-aggregation,250,135.6,54.2,0,0
2025-04-14,wan-03,branch-aggregation,250,130.9,52.4,0,0
2025-04-15,wan-03,branch-aggregation,250,120.3,48.1,0,0
2025-04-16,wan-03,branch-aggregation,250,133.5,53.4,1,0
2025-04-17,wan-03,branch-aggregation,250,152.8,61.1,0,0
2025-04-18,wan-03,branch-aggregation,250,144.7,57.9,4,0
2025-04-19,wan-03,branch-aggregation,250,121.3,48.5,2,0
2025-04-20,wan-03,branch-aggregation,250,116.3,46.5,1,0
